LoanId;AmountDisbursed;Interest;LoanBalance;BorrowDate;Product;Branch;ClearDate;CustomerId;Gender;LoanLimit;CreditScore;loan_repayment_txn_count;loan_repayment_total_paid;loan_repayment_first_payment;loan_repayment_last_payment;loan_overpayment;missed_instalments;Industry;Business Type;Year of Establishment
747703;5000;1500;0;10/23/2024;5 WEEKS CREDIT EASE;MOLO;251024;1261;FEMALE;8600;2800;5;6500;171024;121124;0;0;Personal Services ;Taxi & Rental Services;2022
729761;5000;1500;0;07.09.2024;5 WEEKS CREDIT EASE;ENGINEER;130924;1257;MALE;8300;3000;5;6500;100724;70824;0;0;Human Health & Animal Services;Private Health Services;2019
741951;5000;1500;0;11.10.2024;5 WEEKS CREDIT EASE;ENGINEER;101224;1257;FEMALE;10000;1800;5;6500;60924;270924;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
735555;7000;2000;0;9/17/2024;5 WEEKS CREDIT EASE;ENGINEER;270924;1256;FEMALE;9800;2500;5;9000;280824;240924;0;0;Food & Hospitality;Retail Shop;2016
768555;7000;2000;0;12/13/2024;5 WEEKS CREDIT EASE;ENGINEER;161224;1256;MALE;11400;2000;5;9000;251124;201224;0;0;Personal Services ;New Clothes;2019
767105;7000;2800;0;12/23/2024;7 WEEKS CREDIT EASE;ENGINEER;251224;1250;MALE;7000;3000;5;9800;31024;131124;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2015
725561;7000;2000;0;8/30/2024;5 WEEKS CREDIT EASE;ENGINEER;90324;1250;FEMALE;9000;1800;5;9000;50924;31024;0;30;Fashion & Beauty Products;Second Hand Clothes;2013
715052;5000;1500;0;7/30/2024;5 WEEKS CREDIT EASE;ENGINEER;80824;1250;MALE;5600;1800;5;6500;120824;50924;0;40;Food & Hospitality;Bar/ Restaurant;2019
784996;9000;2500;0;1/14/2025;5 WEEKS CREDIT EASE;MOLO;280125;1249;MALE;12600;2500;5;11500;231224;140125;0;0;Personal Services ;Retail Shop;2019
880243;7000;2000;0;8/23/2025;5 WEEKS CREDIT EASE;MOLO;90125;1249;FEMALE;12600;2500;5;9000;140925;121025;0;50;Food & Hospitality;Beverage Manufacturing- Juice etc;2020
858518;5000;1500;0;7/23/2025;5 WEEKS CREDIT EASE;MOLO;240725;1249;MALE;5800;2000;5;6500;230825;140925;0;50;Fashion & Beauty Products;Second Hand Clothes;2017
809194;8000;2250;0;08.04.2025;5 WEEKS CREDIT EASE;MOLO;40825;1248;MALE;12000;2500;5;10250;60225;40325;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
718878;7000;2000;0;8/16/2024;5 WEEKS CREDIT EASE;ENGINEER;190824;1236;FEMALE;10500;3000;5;9000;280724;220824;0;0;Personal Services ;Cosmetic Shop;2016
711169;5000;1500;0;7/25/2024;5 WEEKS CREDIT EASE;ENGINEER;300724;1234;MALE;12000;2000;5;6500;80824;30924;0;30;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
721610;7000;2000;0;09.08.2024;5 WEEKS CREDIT EASE;ENGINEER;230824;1233;MALE;12600;2800;5;9000;90824;300824;0;0;Fashion & Beauty Products;New Clothes;2018
749020;9000;3500;0;10/23/2024;7 WEEKS CREDIT EASE;ENGINEER;111124;1226;FEMALE;14400;2000;5;12500;211024;121124;0;0;Finance & Insurance;Retail Shop;2016
718306;7000;2000;0;8/16/2024;5 WEEKS CREDIT EASE;ENGINEER;160824;1226;MALE;11700;2000;5;9000;160824;130924;0;0;Food & Hospitality;Retail Shop;2019
715765;7000;2000;0;10.08.2024;5 WEEKS CREDIT EASE;MOLO;81024;1224;MALE;8000;2500;5;9000;200724;190824;0;0;Food & Hospitality;Food Kiosks;2024
747151;5000;1500;0;10/24/2024;5 WEEKS CREDIT EASE;MOLO;231024;1224;FEMALE;7500;2000;5;6500;190824;160924;0;0;Food & Hospitality;Food Kiosks;2017
722440;9000;2500;0;12.08.2024;5 WEEKS CREDIT EASE;ENGINEER;260824;1222;FEMALE;18000;2000;5;11500;160924;101024;0;0;Food & Hospitality;Food Kiosks;2019
705719;5000;1500;0;6/30/2024;5 WEEKS CREDIT EASE;ENGINEER;170724;1222;MALE;0;3000;5;6500;290624;140724;0;0;Food & Hospitality;Meat Vendor-Butchery;2011
769048;10000;2750;0;12/16/2024;5 WEEKS CREDIT EASE;MOLO;171224;1221;FEMALE;14000;2500;5;12750;251124;231224;0;0;Food & Hospitality;Retail Shop;2016
736975;8000;2250;0;12.10.2024;5 WEEKS CREDIT EASE;ENGINEER;300924;1214;MALE;15200;1800;5;10250;121024;111124;0;0;Fashion & Beauty Products;Second Hand Clothes;2018
738623;9000;3500;0;10/18/2024;7 WEEKS CREDIT EASE;ENGINEER;181024;1213;MALE;22500;2500;5;12500;150924;251024;0;0;Food & Hospitality;Food Kiosks;2014
803008;10000;2750;0;07.03.2025;5 WEEKS CREDIT EASE;ENGINEER;220325;1211;MALE;10000;2500;5;12750;10225;210225;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2020
720336;9000;2500;0;08.08.2024;5 WEEKS CREDIT EASE;ENGINEER;210824;1211;MALE;9000;2500;5;11500;200824;160924;0;30;Fashion & Beauty Products;Second Hand Clothes;2019
782253;5000;1500;0;1/15/2025;5 WEEKS CREDIT EASE;MOLO;200125;1207;MALE;6000;1500;5;6500;120125;20225;0;0;Personal Services ;Private School;2023
792317;5000;1500;0;10.02.2025;5 WEEKS CREDIT EASE;MOLO;190225;1207;FEMALE;13000;2000;5;4300;190625;280625;0;10;Business & Information;Retail Shop;2019
768534;9000;2500;0;11/28/2024;5 WEEKS CREDIT EASE;MOLO;161224;1205;FEMALE;11200;1800;5;11500;251124;161224;0;0;Food & Hospitality;Food Kiosks;2019
797343;9000;2500;0;3/29/2025;5 WEEKS CREDIT EASE;MOLO;30725;1205;MALE;10500;1800;5;11500;210225;40425;0;0;Food & Hospitality;Food Kiosks;2020
722525;8000;2250;0;8/21/2024;5 WEEKS CREDIT EASE;MOLO;270824;1205;FEMALE;8800;3500;5;10250;120824;30924;0;0;Food & Hospitality;Cereals;2014
706977;7000;2000;0;06.07.2024;5 WEEKS CREDIT EASE;ENGINEER;180724;1204;MALE;11200;3000;5;9000;10824;210824;0;50;Business & Information;Retail Shop;2015
697793;5000;1500;0;6/13/2024;5 WEEKS CREDIT EASE;ENGINEER;260624;1204;FEMALE;5000;1800;5;6500;210824;40924;0;50;Food & Hospitality;Meat Vendor-Butchery;2013
692989;5000;1500;0;07.06.2024;5 WEEKS CREDIT EASE;MOLO;140624;1196;FEMALE;16200;2000;5;6500;60724;180724;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2016
772070;5000;1500;0;12/23/2024;5 WEEKS CREDIT EASE;ENGINEER;241224;1175;MALE;6000;2000;5;6500;310824;200924;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
748076;7000;2000;0;10/24/2024;5 WEEKS CREDIT EASE;ENGINEER;251024;1174;MALE;9300;1500;5;9000;200824;200924;0;0;Food & Hospitality;Retail Shop;2017
722843;5000;1500;0;8/26/2024;5 WEEKS CREDIT EASE;ENGINEER;270824;1174;FEMALE;6900;1800;5;6500;280524;260624;0;0;Fashion & Beauty Products;Second Hand Clothes;2015
782601;6000;1750;0;1/20/2025;5 WEEKS CREDIT EASE;ENGINEER;200125;1172;MALE;6000;2500;5;7750;161224;200125;0;0;Agriculture ;Farming-Crop Products (Coconuts etc);2019
793952;5000;1500;0;2/22/2025;5 WEEKS CREDIT EASE;ENGINEER;240225;1172;MALE;8800;1800;5;6500;200125;220225;0;0;Food & Hospitality;Tailoring Services;2014
730295;11000;3000;0;09.09.2024;5 WEEKS CREDIT EASE;ENGINEER;160924;1168;MALE;11000;3000;5;14000;120824;90924;0;0;Fashion & Beauty Products;Tailoring Services;2017
719322;9000;2500;0;12.08.2024;5 WEEKS CREDIT EASE;ENGINEER;190824;1168;FEMALE;9000;1800;5;11500;281024;181124;0;0;Food & Hospitality;Food Kiosks;2018
707911;9000;2500;0;7/16/2024;5 WEEKS CREDIT EASE;MOLO;220724;1163;MALE;29200;2000;5;11500;300624;230724;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
709800;10000;2750;0;7/13/2024;5 WEEKS CREDIT EASE;ENGINEER;250724;1152;MALE;15000;2500;5;12750;30724;210724;0;0;Food & Hospitality;Meat Vendor-Butchery;2016
764220;5000;1500;0;11.02.2025;5 WEEKS CREDIT EASE;MOLO;120424;1151;MALE;8000;2000;5;6500;190325;80425;0;0;Natural Resources/Environmental ;Firewood & Charcoal Vendor;2019
678791;5000;1500;0;4/29/2024;5 WEEKS CREDIT EASE;MOLO;50924;1147;FEMALE;9200;2000;5;6500;290424;140524;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2023
802636;12000;3250;0;3/21/2025;5 WEEKS CREDIT EASE;MOLO;210325;1144;MALE;20400;2000;5;15250;140225;140325;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2015
714745;7000;2000;0;07.08.2024;5 WEEKS CREDIT EASE;MOLO;80824;1136;MALE;8400;2000;5;9000;210824;110924;0;50;Food & Hospitality;Food Kiosks;2017
682507;7000;2000;0;4/29/2024;5 WEEKS CREDIT EASE;ENGINEER;180524;1125;MALE;12600;2000;5;9000;290424;180524;0;10;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
690149;10000;2750;0;03.06.2024;5 WEEKS CREDIT EASE;ENGINEER;60724;1123;FEMALE;11400;2500;5;12750;280324;260424;0;50;Fashion & Beauty Products;Cosmetic Shop;2015
709838;9000;2500;0;7/24/2024;5 WEEKS CREDIT EASE;MOLO;250724;1118;FEMALE;11600;2000;5;8300;170724;240724;0;10;Food & Hospitality;Green Grocery (Fruit/Vegetables);2020
674189;5000;1500;0;4/25/2024;5 WEEKS CREDIT EASE;MOLO;250424;1118;MALE;13800;2500;5;6500;250424;150524;0;0;Food & Hospitality;Retail Shop;2017
746639;10000;2750;0;10/15/2024;5 WEEKS CREDIT EASE;MOLO;231024;1114;MALE;14000;2000;5;12750;240924;211024;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
697261;6000;1750;0;6/25/2024;5 WEEKS CREDIT EASE;ENGINEER;250624;1113;FEMALE;12000;2000;5;7750;250624;230724;0;0;General Hardware & Electronics;Workshop (wood & Metal) ;2013
687516;8000;2250;0;5/24/2024;5 WEEKS CREDIT EASE;ENGINEER;300524;1111;FEMALE;8000;2000;5;10250;150524;60624;0;0;Food & Hospitality;Food Kiosks;2017
672935;5000;1500;0;4/22/2024;5 WEEKS CREDIT EASE;ENGINEER;230424;1111;FEMALE;6400;2000;5;6500;220424;150524;0;0;Food & Hospitality;Bar/ Restaurant;2019
762643;8000;3150;0;11.03.2025;7 WEEKS CREDIT EASE;ENGINEER;131224;1110;MALE;9600;2000;5;11150;21024;301024;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2017
804310;10000;2750;0;2/19/2025;5 WEEKS CREDIT EASE;ENGINEER;260325;1103;MALE;22000;2500;5;12750;100325;250325;0;40;Food & Hospitality;Green Grocery (Fruit/Vegetables);2024
668340;5000;1500;0;3/15/2024;5 WEEKS CREDIT EASE;ENGINEER;41024;1103;FEMALE;11000;2000;5;6500;140324;220324;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
689705;8000;2250;0;5/21/2024;5 WEEKS CREDIT EASE;ENGINEER;60624;1102;MALE;8000;1800;5;10250;70824;210824;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2017
664095;5000;1500;0;3/26/2024;5 WEEKS CREDIT EASE;MOLO;290324;1100;FEMALE;16200;2500;5;6500;260324;180424;0;0;Personal Services ;Barber Shop;2020
777005;7000;2800;0;06.01.2025;7 WEEKS CREDIT EASE;ENGINEER;180125;1099;FEMALE;7000;2500;5;9800;120325;70425;0;0;Food & Hospitality;Beverage Manufacturing- Juice etc;2015
652229;5000;1500;0;2/25/2024;5 WEEKS CREDIT EASE;MOLO;260224;1093;FEMALE;7800;3000;5;6500;250224;240324;0;0;Agriculture, Forestry & Fishing;Farming-Crop Products (Coconuts etc);2023
664766;5000;1500;0;3/31/2024;5 WEEKS CREDIT EASE;MOLO;310324;1093;MALE;12500;1800;5;6500;240324;220424;0;0;Automobile Services;Automotive Part Sales;2019
652213;5000;1500;0;2/13/2024;5 WEEKS CREDIT EASE;MOLO;260224;1092;MALE;6400;2500;5;6500;130224;40324;0;0;Food & Hospitality;Bar/ Restaurant;2015
645995;5000;1500;0;08.01.2024;5 WEEKS CREDIT EASE;MOLO;21224;1088;FEMALE;7000;2000;5;6500;101024;91124;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
645226;5000;1500;0;05.01.2024;5 WEEKS CREDIT EASE;MOLO;20924;1087;MALE;8000;2000;5;6500;310524;240624;0;50;Not defined;Hawking- Mobile merchandize Services;2018
722133;5000;1500;0;8/26/2024;5 WEEKS CREDIT EASE;MOLO;260824;1087;FEMALE;8000;2000;5;6500;140824;100924;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2023
688744;6000;1750;0;5/27/2024;5 WEEKS CREDIT EASE;MOLO;60324;1080;MALE;12000;2500;5;7750;160624;80724;0;50;Food & Hospitality;Bar/ Restaurant;2020
776481;12000;3250;0;03.01.2025;5 WEEKS CREDIT EASE;MOLO;10325;1063;MALE;13700;2000;5;8300;10325;260925;0;40;Transportation ;Food Kiosks;2017
751725;10000;2750;0;04.11.2024;5 WEEKS CREDIT EASE;MOLO;110424;1043;MALE;18000;2500;5;12750;20824;290824;0;50;Food & Hospitality;Beverage Manufacturing- Juice etc;2020
701579;5000;1500;0;05.07.2024;5 WEEKS CREDIT EASE;MOLO;70524;1043;MALE;6100;3000;5;6500;300924;211024;0;50;Agriculture ;Farming-Crop Products (Coconuts etc);2012
655764;9000;2500;0;2/17/2024;5 WEEKS CREDIT EASE;MOLO;30624;1041;FEMALE;13500;1800;5;11500;160424;30524;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2022
723283;5000;1500;0;8/28/2024;5 WEEKS CREDIT EASE;MOLO;280824;1023;FEMALE;9200;1800;5;1480;210225;280325;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2014
820461;10000;3850;0;06.05.2025;7 WEEKS CREDIT EASE;MOLO;190525;1014;FEMALE;24000;2000;5;13850;270825;190925;0;70;Food & Hospitality;Food Kiosks;2014
755940;7000;2800;0;11/14/2024;7 WEEKS CREDIT EASE;MOLO;281124;1014;FEMALE;9300;2000;5;9800;310325;210425;0;70;Food & Hospitality;Retail Shop;2019
797691;5000;1500;0;2/26/2025;5 WEEKS CREDIT EASE;MOLO;30825;1013;MALE;6500;3000;5;6500;200625;290625;0;50;Human Health & Animal Services;Private Health Services;2018
804739;5000;1500;0;3/14/2025;5 WEEKS CREDIT EASE;MOLO;270325;997;MALE;5600;2500;5;6500;60725;230725;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2021
706520;7000;2000;0;09.07.2024;5 WEEKS CREDIT EASE;MOLO;180724;993;FEMALE;12600;2000;5;9000;150225;70325;0;50;Food & Hospitality;Bar/ Restaurant;2023
730174;7000;2000;0;8/28/2024;5 WEEKS CREDIT EASE;MOLO;140924;993;FEMALE;12600;1500;5;9000;280125;150225;0;50;Fashion & Beauty Products;Second Hand Clothes;2020
783390;5000;1500;0;1/14/2025;5 WEEKS CREDIT EASE;MOLO;220125;993;MALE;9000;2000;5;6500;140525;270525;0;50;Food & Hospitality;Retail Shop;2012
698464;9000;3500;0;6/25/2024;7 WEEKS CREDIT EASE;MOLO;71124;986;MALE;0;2500;5;12500;240724;160824;0;60;Fashion & Beauty Products;New Clothes;2020
764996;5000;1500;0;11/29/2024;5 WEEKS CREDIT EASE;MOLO;120524;983;FEMALE;7500;2500;5;6500;50725;170725;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
805711;7000;2000;0;3/24/2025;5 WEEKS CREDIT EASE;MOLO;290325;983;MALE;7000;2000;5;1390;230925;211125;0;50;Not defined;Other;2013
692862;6000;1750;0;08.06.2024;5 WEEKS CREDIT EASE;MOLO;140624;982;FEMALE;9600;2500;5;7750;100524;60624;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2016
671968;5000;1500;0;4/13/2024;5 WEEKS CREDIT EASE;MOLO;200424;982;FEMALE;16200;3000;5;6500;130424;100524;0;0;Agriculture ;Farming-Crop Products (Coconuts etc);2013
842531;12000;3250;0;6/17/2025;5 WEEKS CREDIT EASE;MOLO;210625;970;MALE;12000;2500;5;7300;101125;241125;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2020
658977;5000;1500;0;11.03.2024;5 WEEKS CREDIT EASE;MOLO;140324;969;MALE;8600;2000;5;6500;40725;210725;0;50;Wholesale & Retail Trade;Footware shop;2019
677674;5000;1500;0;4/29/2024;5 WEEKS CREDIT EASE;MOLO;50724;969;MALE;5500;0;5;6500;110125;60225;0;50;Personal Services ;Mobile Money Services-Mpesa;2015
698831;5000;1500;0;6/27/2024;5 WEEKS CREDIT EASE;MOLO;280624;969;FEMALE;5000;1800;5;6500;260225;190325;0;50;Food & Hospitality;Entertainment/Party & Events Planning;2020
790327;5000;1500;0;06.02.2025;5 WEEKS CREDIT EASE;MOLO;150225;969;FEMALE;7000;2500;5;6500;271025;171125;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2017
651977;13000;3500;0;08.03.2024;5 WEEKS CREDIT EASE;MOLO;260224;932;FEMALE;18800;2500;5;16500;30924;21024;0;50;Real Estate & Housing;Workshop (wood & Metal) ;2010
888151;4000;1250;0;9/16/2025;5 WEEKS CREDIT EASE;MOLO;160925;878;MALE;11200;2000;5;3750;240925;231025;0;50;Food & Hospitality;Retail Shop;2019
924257;5000;1500;0;05.11.2025;5 WEEKS CREDIT EASE;MOLO;171125;872;FEMALE;10000;2000;5;1301;241125;271125;0;50;Food & Hospitality;Food Kiosks;2019
683274;5000;1500;0;5/13/2024;5 WEEKS CREDIT EASE;MOLO;210524;724;FEMALE;8000;1800;5;6500;190925;81025;0;50;General Hardware & Electronics;Building & Construction Materials;2018
760159;7000;2000;0;11/20/2024;5 WEEKS CREDIT EASE;MOLO;251124;718;MALE;9000;2800;5;9000;70425;170525;0;50;Food & Hospitality;Bar/ Restaurant;2023
802268;5000;1500;0;12.03.2025;5 WEEKS CREDIT EASE;MOLO;200325;686;MALE;6000;2000;5;1680;311025;251125;0;40;Food & Hospitality;Food Kiosks;2019
865817;7000;2000;0;7/28/2025;5 WEEKS CREDIT EASE;MOLO;80825;624;MALE;7000;2800;5;9000;140825;270825;0;40;Food & Hospitality;Bar/ Restaurant;2017
669032;5000;1500;0;06.04.2024;5 WEEKS CREDIT EASE;MOLO;41224;611;MALE;6200;2000;5;6500;270425;200525;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2022
760180;5000;1500;0;10.12.2024;5 WEEKS CREDIT EASE;MOLO;251124;611;MALE;13800;1500;5;6500;250525;150625;0;50;Food & Hospitality;Retail Shop;2017
880414;5000;1500;0;01.09.2025;5 WEEKS CREDIT EASE;MOLO;90125;611;MALE;8300;2000;5;6500;140725;40825;0;50;Food & Hospitality;Food Kiosks;2023
822625;5000;1500;0;04.05.2025;5 WEEKS CREDIT EASE;MOLO;51025;611;MALE;6500;2500;5;5600;271025;241125;0;50;Hospitality & Tourism;Food Kiosks;2011
657529;5000;1500;0;11.03.2024;5 WEEKS CREDIT EASE;MOLO;31224;573;FEMALE;5000;2000;5;5000;31125;251125;0;50;Food & Hospitality;Food Kiosks;2017
774237;9000;2500;0;12/27/2024;5 WEEKS CREDIT EASE;MOLO;281224;484;FEMALE;12600;2000;5;11500;50525;260525;0;50;Fashion & Beauty Products;Barber Shop;2018
653613;7000;2000;0;06.03.2024;5 WEEKS CREDIT EASE;MOLO;290224;484;FEMALE;19200;2500;5;9000;60924;300924;0;50;Personal Services ;Green Grocery (Fruit/Vegetables);2016
683745;5000;1500;0;5/22/2024;5 WEEKS CREDIT EASE;MOLO;210524;482;MALE;7900;2500;5;6500;60825;200825;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
759372;5000;1500;0;11/21/2024;5 WEEKS CREDIT EASE;MOLO;211124;482;FEMALE;6700;1500;5;6500;81025;181025;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2016
714526;10000;2750;0;12.08.2024;5 WEEKS CREDIT EASE;MOLO;80724;475;FEMALE;12000;1800;5;12750;260625;150725;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2021
782977;5000;1500;0;1/20/2025;5 WEEKS CREDIT EASE;MOLO;210125;475;MALE;6400;2000;5;6500;60825;190825;0;50;Food & Hospitality;Food Kiosks;2020
880745;10000;2750;0;8/29/2025;5 WEEKS CREDIT EASE;MOLO;90225;466;MALE;0;2000;5;7601;201125;301125;0;50;Food & Hospitality;Bar/ Restaurant;2016
718201;5000;1500;0;09.08.2024;5 WEEKS CREDIT EASE;MOLO;160824;443;MALE;10000;2500;5;4090;90824;101024;0;20;Personal Services ;Farming-Animal Products;2013
691469;14000;3750;0;03.06.2024;5 WEEKS CREDIT EASE;MOLO;61124;442;FEMALE;33600;2000;5;17750;280225;80325;0;50;Food & Hospitality;Ice cream;2017
796321;14000;3750;0;2/17/2025;5 WEEKS CREDIT EASE;MOLO;30525;442;FEMALE;24500;2500;5;17750;300925;181025;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
755627;10000;2750;0;06.11.2024;5 WEEKS CREDIT EASE;MOLO;131124;442;MALE;14000;2500;5;12750;260425;100525;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2017
928519;13000;3500;0;11/20/2025;5 WEEKS CREDIT EASE;MOLO;251125;381;FEMALE;42200;2500;5;9700;171125;281125;0;20;Wholesale & Retail Trade;Cereals;2019
831138;7000;2000;0;5/16/2025;5 WEEKS CREDIT EASE;MOLO;280525;381;FEMALE;7000;2500;5;9000;140725;240725;0;50;Food & Hospitality;Seafood- Fish vendor;2021
821661;5000;1500;0;4/23/2025;5 WEEKS CREDIT EASE;MOLO;50825;381;MALE;5000;2000;5;6500;10725;140725;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
733286;5000;1500;0;9/23/2024;5 WEEKS CREDIT EASE;MOLO;220924;235;FEMALE;9200;3000;5;2250;140924;230924;0;30;Food & Hospitality;Food Kiosks;2022
920156;5000;1500;0;10/27/2025;5 WEEKS CREDIT EASE;ENGINEER;111025;1752;FEMALE;11000;3500;6;6500;271025;121125;0;0;Food & Hospitality;Bar/ Restaurant;2019
917962;5000;1500;0;07.11.2025;5 WEEKS CREDIT EASE;MOLO;110625;1749;FEMALE;9000;2000;6;6500;120825;150925;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2015
908305;4000;1250;0;10/20/2025;5 WEEKS CREDIT EASE;MOLO;211025;1734;FEMALE;13000;2000;6;5250;201025;91125;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
917597;5000;1500;0;10/24/2025;5 WEEKS CREDIT EASE;MOLO;110525;1726;FEMALE;14000;2000;6;6500;100925;11025;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2023
928677;5000;1500;0;11/24/2025;5 WEEKS CREDIT EASE;MOLO;251125;1723;FEMALE;12000;2000;6;3300;101125;241125;0;20;Food & Hospitality;Food Kiosks;2015
904829;4000;1250;0;10/15/2025;5 WEEKS CREDIT EASE;MOLO;151025;1722;FEMALE;8000;2000;6;5250;151025;61125;0;0;Wholesale & Retail Trade;Food Kiosks;2020
927392;5000;1500;0;11/19/2025;5 WEEKS CREDIT EASE;MOLO;221125;1713;FEMALE;8000;2000;6;6500;241025;271125;0;0;Human Health & Animal Services;Pharmacy/Dispensing Chemist;2019
896989;4000;1250;0;9/19/2025;5 WEEKS CREDIT EASE;MOLO;100125;1710;FEMALE;10000;1800;6;3400;190925;31025;0;10;Food & Hospitality;Bar/ Restaurant;2011
924943;4000;1250;0;11/19/2025;5 WEEKS CREDIT EASE;MOLO;181125;1701;FEMALE;13000;2000;6;4650;41125;301125;0;0;Food & Hospitality;Food Kiosks;2018
911460;11000;4200;0;10/18/2025;7 WEEKS CREDIT EASE;ENGINEER;111025;1695;FEMALE;13000;2000;6;15200;290925;281025;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
937842;6000;1750;0;11/28/2025;5 WEEKS CREDIT EASE;ENGINEER;121125;1690;FEMALE;9000;2500;6;7750;141025;61125;0;0;Agriculture ;Cereals;2018
886610;5000;1500;0;9/13/2025;5 WEEKS CREDIT EASE;ENGINEER;140925;1687;MALE;5000;2500;6;3600;130925;311025;0;30;Food & Hospitality;Food Kiosks;2011
905502;6000;2450;0;10/17/2025;7 WEEKS CREDIT EASE;ENGINEER;301025;1682;MALE;11000;2500;6;8450;171025;171125;0;0;Business & Information;Bureau & Publishing Services;2019
907022;5000;1500;0;10/16/2025;5 WEEKS CREDIT EASE;ENGINEER;181025;1675;FEMALE;8000;2000;6;6500;31025;251125;0;10;Food & Hospitality;Green Grocery (Fruit/Vegetables);2016
923009;8000;3150;0;11/24/2025;7 WEEKS CREDIT EASE;ENGINEER;291125;1672;MALE;9000;2000;6;10050;261025;241125;0;0;Personal Services ;Tailoring Services;2018
883447;5000;1500;0;8/26/2025;5 WEEKS CREDIT EASE;ENGINEER;90825;1671;FEMALE;7000;2500;6;6500;250725;100825;0;0;Natural Resources/Environmental ;Firewood & Charcoal Vendor;2016
906844;6000;1750;0;12.10.2025;5 WEEKS CREDIT EASE;MOLO;181025;1662;FEMALE;9000;3000;6;7750;290925;271025;0;0;Not defined;Hawking- Mobile merchandize Services;2022
875695;5000;1500;0;12.08.2025;5 WEEKS CREDIT EASE;ENGINEER;230825;1657;MALE;7000;2500;6;6250;10925;211125;0;0;Food & Hospitality;Footware shop;2023
874273;4000;1250;0;8/21/2025;5 WEEKS CREDIT EASE;MOLO;210825;1654;FEMALE;6000;2500;6;5250;210825;200925;0;0;Food & Hospitality;Food Kiosks;2011
867930;5000;1500;0;09.08.2025;5 WEEKS CREDIT EASE;MOLO;130825;1643;FEMALE;8000;2800;6;6500;90925;300925;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2015
887752;5000;1500;0;9/15/2025;5 WEEKS CREDIT EASE;MOLO;160925;1643;FEMALE;8000;2800;6;6500;300925;61125;0;50;Food & Hospitality;Bar/ Restaurant;2019
907467;7000;2000;0;10/20/2025;5 WEEKS CREDIT EASE;MOLO;201025;1643;FEMALE;8000;2800;6;5000;61125;181125;0;50;Human Health & Animal Services;Pharmacy/Dispensing Chemist;2016
889901;6000;1750;0;9/14/2025;5 WEEKS CREDIT EASE;ENGINEER;190925;1642;FEMALE;7000;2500;6;7750;140925;131025;0;40;Food & Hospitality;Food Kiosks;2023
867920;5000;1500;0;7/22/2025;5 WEEKS CREDIT EASE;ENGINEER;81225;1642;FEMALE;7000;2500;6;6500;120825;300825;0;30;Food & Hospitality;Mobile Money Services-Mpesa;2019
900823;8000;2250;0;9/27/2025;5 WEEKS CREDIT EASE;MOLO;100925;1625;MALE;11000;2000;6;10250;240725;170825;0;0;Food & Hospitality;Retail Shop;2017
875464;7000;2000;0;11.08.2025;5 WEEKS CREDIT EASE;MOLO;220825;1625;MALE;11000;2000;6;9000;170925;41025;0;0;Food & Hospitality;Meat Vendor-Butchery;2016
914856;7000;2000;0;10/29/2025;5 WEEKS CREDIT EASE;MOLO;311025;1622;FEMALE;9000;2000;6;9000;241025;191125;0;0;Agriculture ;Green Grocery (Fruit/Vegetables);2017
